Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	simmap
0	{3,0.0638361:11,0.350824:3,0.624555:11,0.271718:4,1.61189}	{5,0.619566:13,0.120942:2,0.90384:10,0.910824:4,0.694681}	{5,0.0478159:15,0.202161}	{4,3.15475}	{3,3.86436}	{4,3.15475}	{2,0.302674:8,0.09976:2,0.870651:8,0.0400744:2,1.2576:8,0.256002:2,3.49067}	{5,0.710691:15,0.166832:4,4.5705}	{2,10.3553}	{5,0.362054:15,0.0324285:4,0.00473409:15,0.566978:4,6.26522}	{3,0.441571}	{2,0.59782:10,0.319312:4,5.46113}	{4,0.0645927:15,0.314621:4,7.95047}	{4,9.70001}	{25,0.00655924:11,0.6084:3,7.27729}	{5,0.227566:15,0.138962:4,4.20481}	{3,4.07745}	{1,7.63961}	{2,0.907105:10,0.0325329:4,0.35354:11,0.901269:4,0.0387489}	{4,0.236579}	{3,3.86436}	{3,1.466:11,0.583039:4,4.26983}	{5,0.236579}	{30,0.200003:25,0.335176:11,0.339202:4,12.1906}	{4,0.0648841:10,0.16361:19,0.153661:11,0.0678223:3,0.66551:8,0.0251428:3,0.74545:11,0.269525:4,8.19912}	{4,5.39471}	{4,1.45185:11,0.232474:4,3.60544}	{15,0.309575:4,8.02011}	{4,10.3547}	{3,2.41343:11,0.0874484:4,3.818}	{2,0.338972:8,0.0158754:3,1.78799:11,0.371251:4,6.65363}	{2,1.61081:8,0.380189:3,0.131916:11,0.355982:4,6.68882}	{4,5.28977}	{2,6.31743}	{5,0.527982:15,0.633081:4,5.85987}	{5,0.198136:15,0.67283:4,0.491257:10,0.219416:4,5.18008}	{3,0.441571}	{5,0.50532:15,0.568115:4,7.81797}	{5,0.0261789:15,0.585982:4,0.48583}	{4,1.14513:11,0.557582:4,5.31821}	{3,1.08731:11,0.0627924:4,0.273377:10,0.16084:19,0.174698:8,0.176795:3,0.0295752:11,0.130038:3,5.04759}	{4,1.29664}	{4,1.29664}	{4,7.64225}	{1,1.33203:9,0.743561:18,0.180259:9,0.234902:4,11.4089}	{3,0.722258:11,0.0964132:4,2.91974}	{4,1.75231:10,0.24281:4,2.29462}	{5,0.197596:15,0.0797814:4,0.820614}	{2,1.17584:10,0.240636:4,0.816722}	{5,0.249977}	{3,2.0147:8,0.347807:3,0.0503686:11,0.00901652:4,0.500937}	{3,0.599848}	{4,6.76172}	{1,7.63961}	{4,3.05078}	{25,0.0667301:15,0.238404:4,1.1745:10,0.161523:4,0.124776}	{3,3.27866}	{15,0.358124:4,2.59559:10,0.0173594:19,0.155031:11,0.701368}	{3,1.03499:11,0.283684:18,0.229938:9,0.111036:4,1.6372}	{19,2.60377}	{4,0.930239}	{4,0.547561}	{4,0.642255:11,0.58707:4,2.06551}	{4,0.884073}	{4,0.97087}	{4,3.60164}	{3,3.353}	{4,1.78707}	{4,2.39005}	{19,1.56761}	{4,2.49906}	{4,0.914854}	{11,1.35597:19,1.88739}	{19,0.971757}	{4,3.22515}	{4,0.323746}	{4,0.524845}	{4,1.07186}	{4,0.994427}	{4,1.81155}	{4,0.302812}	{4,0.127862}	{2,3.48749}	{19,1.77916}	{4,0.469701}	{15,0.0905726:25,0.272696}	{4,3.42065}	{4,3.68395}	{4,0.823371}	{19,0.571439}	{4,2.80394}	{19,0.0231629}	{4,2.05892}	{4,2.19817}	{4,1.14765}	{4,0.132584}	{4,0.539328}	{4,0.834706}	{4,1.13499}	{4,0.299883}	{2,4.03787}	{4,1.36986}	{4,0.281595}	{4,0.674222}	{4,0.672111}	{1,7.1981}	{26,0}	((Te_Ve_Ca_An_AshSus-12D:{1,7.63961},Te_Vi_Me_Me_TPhy16-1B:{1,7.63961}):{1,7.1981},(((Te_Ha_Ha_Pu_GutPhy-3H:{30,0.200003:25,0.335176:11,0.339202:4,12.1906},((Te_Wv_Ka_Wa_AshSus-3A:{2,1.61081:8,0.380189:3,0.131916:11,0.355982:4,6.68882},Te_Wv_Ka_Pi_AshSus-2H:{2,0.338972:8,0.0158754:3,1.78799:11,0.371251:4,6.65363}):{4,3.22515},((Te_Eo_Oa_Ka_TPhy16-3H:{3,2.41343:11,0.0874484:4,3.818},Te_Bj_Oa_Ka_TPhy16-12B:{3,1.466:11,0.583039:4,4.26983}):{4,3.68395},(((((Te_Rd_Ha_Pu_GutPhy-4E:{5,0.198136:15,0.67283:4,0.491257:10,0.219416:4,5.18008},Te_Fi_Ma_Pd_TPhy16-10A:{4,6.76172}):{4,0.469701},Te_Gd_Ha_Pu_GutPhy-4F:{5,0.362054:15,0.0324285:4,0.00473409:15,0.566978:4,6.26522}):{4,1.36986},(((RGG-339_OPal31.N_COI_T.palikea_Oahu_Palikea:{3,0.441571},Te_Ef_Oa_Ta_TPhy16-4B:{3,0.441571}):{3,1.03499:11,0.283684:18,0.229938:9,0.111036:4,1.6372},RGG-J26_OaK33J26_COI_T.limu_Oahu_Kaala:{3,0.722258:11,0.0964132:4,2.91974}):{4,2.80394},((((Te_St_Ma_Pd_TPhy16-11E:{4,3.15475},Te_Tr_Ma_Wa_GutPhy-11A:{4,3.15475}):{4,1.13499},Te_Eu_Ma_Pd_TPhy16-10C:{4,1.75231:10,0.24281:4,2.29462}):{4,0.281595},Te_Pk_Ha_Pu_GutPhy-5D:{5,0.227566:15,0.138962:4,4.20481}):{4,0.823371},Te_Pa_Mo_Ka_AshSus-4D:{4,5.39471}):{4,1.14765}):{4,2.05892}):{4,0.127862},(((((Te_Ac_Ha_Hu_TPhy16-2H:{5,0.0261789:15,0.585982:4,0.48583},RGG-051_PAWhHa24GJ51_COI_T.kea_Hawaii_PuuWaawaa:{5,0.197596:15,0.0797814:4,0.820614}):{4,2.49906},(Te_El_Oa_Ka_GutPhy-11H:{3,0.0638361:11,0.350824:3,0.624555:11,0.271718:4,1.61189},RGG-J33_PAOa16J33_COI_T.n.sp_pointedabdomen__Oahu_Ohikilolo:{3,2.0147:8,0.347807:3,0.0503686:11,0.00901652:4,0.500937}):{4,0.674222}):{4,0.994427},(Te_Ac_Ma_Wa_GutPhy-11F:{4,1.29664},RGG-S03_PAWhMa05JS3_COI_T.albida_Maui_Auwahi:{4,1.29664}):{4,0.642255:11,0.58707:4,2.06551}):{4,3.05078},RGG-292_RGMaPKJG14_12S_T.paludicola_Maui_PuuKukui:{4,7.64225}):{4,0.547561},((((((RGS-070_EFHaMKGJ70_16S_COI_n.sp_stelarobusta-ish__Hawaii_MaunaKea:{5,0.236579},RGG-014_EFAuwahi00014Y40116Sb2_16S_T.stelarobusta_Maui_Auwahi:{4,0.236579}):{15,0.0905726:25,0.272696},RGS-J71_OaHa09J71_16S_COI_T.lena_Oahu_Halo.Waian:{3,0.599848}):{25,0.0667301:15,0.238404:4,1.1745:10,0.161523:4,0.124776},(Te_Ef_Ka_Mw_AshSus-3G:{2,0.907105:10,0.0325329:4,0.35354:11,0.901269:4,0.0387489},RGG-008_EFKau08.JG8_12S_COI_n.sp_stelarobusta-ish__Kauai_Waiahuakua:{2,1.17584:10,0.240636:4,0.816722}):{4,0.132584}):{4,0.884073},RGG-A10_EFHaPuHuHuC5A10_COI_n.sp_stelarobusta-ish_Hawaii_PuuHuluhulu:{5,0.619566:13,0.120942:2,0.90384:10,0.910824:4,0.694681}):{4,2.19817},Te_Lc_Ha_Pu_TPhy16-8C:{5,0.710691:15,0.166832:4,4.5705}):{4,0.930239},Te_Mk_Ka_Pi_AshSus-4A:{2,0.59782:10,0.319312:4,5.46113}):{4,1.81155}):{4,0.539328}):{4,0.97087},Te_Pa_Ma_Bc_TPhy16-10H:{4,9.70001}):{4,0.302812}):{4,2.39005}):{4,0.672111}):{4,0.834706},Te_Ps_Ca_Bo_AshSus-11H:{1,1.33203:9,0.743561:18,0.180259:9,0.234902:4,11.4089}):{4,0.914854},(((((Te_Po_Oa_Ka_TPhy16-3B:{3,3.86436},RGG-641_tantalus_2_COI_T.tantalus_Oahu_unk:{3,3.86436}):{3,3.27866},Te_Pe_Oa_Ka_TPhy16-12D:{3,1.08731:11,0.0627924:4,0.273377:10,0.16084:19,0.174698:8,0.176795:3,0.0295752:11,0.130038:3,5.04759}):{3,3.353},(((Te_Ki_Ma_Lw_TPhy16-8H:{4,1.14513:11,0.557582:4,5.31821},Te_An_Ha_Ol_TPhy16-5F:{5,0.527982:15,0.633081:4,5.85987}):{4,0.299883},(Te_Ku_Oa_Ph_TPhy16-11G:{3,4.07745},(RGS-023_SmSpnPWaaHA23Y11216SB2_16S_T.kukuhaa_Hawaii_PuuWaawaa:{5,0.0478159:15,0.202161},Te_Ob_Ha_Pu_GutPhy-5E:{5,0.249977}):{15,0.358124:4,2.59559:10,0.0173594:19,0.155031:11,0.701368}):{11,1.35597:19,1.88739}):{19,0.571439},Te_Qu_Ma_Wa_GutPhy-11G:{25,0.00655924:11,0.6084:3,7.27729}):{19,2.60377}):{19,1.77916},((Te_Ka_Mo_Ka_AshSus-4G:{4,0.0645927:15,0.314621:4,7.95047},Te_Re_Ma_Lw_TPhy16-9A:{15,0.309575:4,8.02011}):{4,3.42065},((Te_Br_Ha_Wa_GutPhy-5G:{5,0.50532:15,0.568115:4,7.81797},(Te_Mc_Ma_Pd_TPhy16-9G:{4,1.45185:11,0.232474:4,3.60544},Te_Br_Ma_Wa_TPhy16-1C:{4,5.28977}):{4,3.60164}):{4,1.78707},(Te_Wa_Ma_Wa_GutPhy-11D:{4,0.0648841:10,0.16361:19,0.153661:11,0.0678223:3,0.66551:8,0.0251428:3,0.74545:11,0.269525:4,8.19912},Te_Ka_Ma_Bc_TPhy16-11A:{4,10.3547}):{4,0.323746}):{4,1.07186}):{4,0.524845}):{19,1.56761},((Te_Ke_Ka_Aw_TPhy16-7D:{2,6.31743},Te_Mo_Ka_Mw_AshSus-3F:{2,0.302674:8,0.09976:2,0.870651:8,0.0400744:2,1.2576:8,0.256002:2,3.49067}):{2,4.03787},Te_Pi_Ka_Pi_AshSus-2F:{2,10.3553}):{2,3.48749}):{19,0.971757}):{19,0.0231629});
10	{3,2.32409:11,0.360095:4,0.238643}	{5,0.911611:15,0.211595:4,2.24462}	{5,0.249977}	{4,1.21953:11,0.0940811:19,0.397124:11,0.422605:4,0.532276:11,0.0871603:4,0.401969}	{3,1.29202:11,0.524237:4,2.0481}	{4,0.688499:11,0.0456183:3,0.523906:11,0.254585:4,1.64214}	{2,1.35877:10,0.312623:2,1.20937:8,0.30009:2,3.13658}	{5,0.278462:14,0.0226892:25,0.291211:15,0.553816:4,3.47359}	{2,10.3553}	{5,0.929038:15,0.220067:4,0.767333:9,0.564402:4,4.75058}	{3,0.667017}	{2,2.44639:10,0.162647:4,3.89249}	{4,7.26613}	{4,9.53243}	{25,0.289446:11,0.909098:4,6.69371}	{5,0.0487908:13,0.151196:22,0.106816:13,0.148703:5,0.0809802:15,0.0379511:4,3.90335}	{3,0.965343:11,0.0713252:4,0.342161:11,0.0741242:4,0.0200278:10,0.382109:4,2.13635}	{1,7.61938}	{2,0.785334:8,0.605454:2,0.084061}	{4,0.104309:11,0.122832:25,0.135741:15,0.0256334:4,0.857365:11,0.104871:4,0.609327}	{3,1.03615:11,0.0377404:4,2.79047}	{3,0.98943:11,0.145341:4,1.37819:11,0.0887425:4,3.71717}	{5,0.264399}	{30,0.271001:19,0.360465:11,0.943789:3,0.380706:11,0.189684:4,10.4776}	{4,0.0268617:10,0.0708962:4,0.505759:15,0.437454:4,9.6375}	{4,4.95057}	{4,0.537488:11,0.115418:4,4.40737}	{15,1.07617:4,6.18996}	{4,10.3547}	{3,0.564661:11,0.305019:3,0.0294702:7,0.131344:3,0.728832:11,0.640636:4,3.91891}	{2,0.663998:10,0.176056:4,8.95053}	{2,0.582915:10,0.305773:2,0.324348:10,0.653937:4,7.92361}	{4,5.06028}	{2,1.2327:6,1.13249:2,3.95224}	{5,0.39279:14,0.085436:3,1.33053:11,0.0609384:4,0.151351:11,0.5632:4,3.79315}	{5,0.455846:15,0.0177927:4,1.03007:11,0.569431:4,4.79798}	{3,0.667017}	{5,0.283977:15,0.957719:4,7.17633}	{5,1.09799}	{4,1.43427:10,0.23604:19,0.0661325:26,0.24593:17,0.157288:10,0.333818:4,3.90391}	{3,1.65859:11,0.26689:19,0.011474:11,0.274009:4,0.038657:10,0.158647:19,0.28234:11,0.0163617:4,4.0026}	{4,0.875456}	{4,0.875456}	{4,7.23142}	{1,0.574124:9,2.01364:4,11.4182}	{3,0.214899:11,0.359468:3,1.02137:11,0.764592:3,0.10274:11,0.27979:4,0.717249}	{4,2.71229:10,0.13805:4,0.767402}	{5,0.0888903:14,0.192891:5,0.81621}	{2,0.0156406:10,0.487475:2,0.971733}	{5,0.249977}	{3,1.34515:11,0.707478:4,0.870194}	{3,0.204619:14,0.0597803}	{4,6.87111}	{1,7.61938}	{4,3.03717}	{4,0.405702}	{4,2.84521}	{5,0.963623:15,0.0213892:4,2.75645}	{3,1.18543:11,0.634533:4,0.973132}	{4,2.39407}	{4,1.88176}	{4,1.14688}	{4,3.56313}	{4,1.00205}	{4,0.743304}	{4,3.35775}	{4,3.57675}	{4,1.9367}	{4,3.06216}	{4,1.53861}	{5,0.0473845:15,0.0817604:4,2.36991}	{4,0.791011}	{4,3.51796}	{10,0.983213}	{4,2.83268}	{4,0.323746}	{4,0.524845}	{4,1.07186}	{4,0.841539}	{4,0.974231}	{4,0.470391}	{4,0.135326}	{2,3.45849}	{4,1.98886}	{4,0.771137}	{14,0.0472455:25,0.00673634:11,0.111065:4,1.53063}	{4,4.48421}	{4,3.68395}	{4,0.472788}	{4,0.382851}	{4,3.10238}	{10,0.144997}	{4,2.09131}	{4,1.25194}	{4,1.61193}	{2,0.300453:10,0.0958416:4,0.494637}	{4,1.17804}	{4,0.941008}	{4,0.462991}	{4,1.13201}	{2,4.03787}	{4,0.410834}	{4,0.860043}	{4,0.674222}	{4,0.441722}	{1,7.32262}	{17,0}	((((((Te_Pe_Oa_Ka_TPhy16-12D:{3,1.65859:11,0.26689:19,0.011474:11,0.274009:4,0.038657:10,0.158647:19,0.28234:11,0.0163617:4,4.0026},(RGG-641_tantalus_2_COI_T.tantalus_Oahu_unk:{3,1.29202:11,0.524237:4,2.0481},Te_Po_Oa_Ka_TPhy16-3B:{3,1.03615:11,0.0377404:4,2.79047}):{4,2.84521}):{4,3.57675},(Te_Qu_Ma_Wa_GutPhy-11G:{25,0.289446:11,0.909098:4,6.69371},((Te_Ki_Ma_Lw_TPhy16-8H:{4,1.43427:10,0.23604:19,0.0661325:26,0.24593:17,0.157288:10,0.333818:4,3.90391},Te_An_Ha_Ol_TPhy16-5F:{5,0.39279:14,0.085436:3,1.33053:11,0.0609384:4,0.151351:11,0.5632:4,3.79315}):{4,1.13201},((Te_Ob_Ha_Pu_GutPhy-5E:{5,0.249977},RGS-023_SmSpnPWaaHA23Y11216SB2_16S_T.kukuhaa_Hawaii_PuuWaawaa:{5,0.249977}):{5,0.963623:15,0.0213892:4,2.75645},Te_Ku_Oa_Ph_TPhy16-11G:{3,0.965343:11,0.0713252:4,0.342161:11,0.0741242:4,0.0200278:10,0.382109:4,2.13635}):{4,3.51796}):{4,0.382851}):{4,2.39407}):{4,1.98886},(((((Te_Br_Ma_Wa_TPhy16-1C:{4,5.06028},Te_Mc_Ma_Pd_TPhy16-9G:{4,0.537488:11,0.115418:4,4.40737}):{4,3.35775},Te_Br_Ha_Wa_GutPhy-5G:{5,0.283977:15,0.957719:4,7.17633}):{4,1.9367},Te_Ka_Ma_Bc_TPhy16-11A:{4,10.3547}):{4,0.323746},Te_Wa_Ma_Wa_GutPhy-11D:{4,0.0268617:10,0.0708962:4,0.505759:15,0.437454:4,9.6375}):{4,1.07186},(Te_Ka_Mo_Ka_AshSus-4G:{4,7.26613},Te_Re_Ma_Lw_TPhy16-9A:{15,1.07617:4,6.18996}):{4,4.48421}):{4,0.524845}):{4,1.53861},((Te_Ke_Ka_Aw_TPhy16-7D:{2,1.2327:6,1.13249:2,3.95224},Te_Mo_Ka_Mw_AshSus-3F:{2,1.35877:10,0.312623:2,1.20937:8,0.30009:2,3.13658}):{2,4.03787},Te_Pi_Ka_Pi_AshSus-2F:{2,10.3553}):{2,3.45849}):{10,0.983213},(Te_Ps_Ca_Bo_AshSus-11H:{1,0.574124:9,2.01364:4,11.4182},((((((Te_Rd_Ha_Pu_GutPhy-4E:{5,0.455846:15,0.0177927:4,1.03007:11,0.569431:4,4.79798},Te_Fi_Ma_Pd_TPhy16-10A:{4,6.87111}):{4,0.771137},(RGG-292_RGMaPKJG14_12S_T.paludicola_Maui_PuuKukui:{4,7.23142},Te_Gd_Ha_Pu_GutPhy-4F:{5,0.929038:15,0.220067:4,0.767333:9,0.564402:4,4.75058}):{4,0.410834}):{4,1.14688},(((RGG-J26_OaK33J26_COI_T.limu_Oahu_Kaala:{3,0.214899:11,0.359468:3,1.02137:11,0.764592:3,0.10274:11,0.27979:4,0.717249},(RGG-339_OPal31.N_COI_T.palikea_Oahu_Palikea:{3,0.667017},Te_Ef_Oa_Ta_TPhy16-4B:{3,0.667017}):{3,1.18543:11,0.634533:4,0.973132}):{4,3.10238},(((Te_Eu_Ma_Pd_TPhy16-10C:{4,2.71229:10,0.13805:4,0.767402},(Te_St_Ma_Pd_TPhy16-11E:{4,1.21953:11,0.0940811:19,0.397124:11,0.422605:4,0.532276:11,0.0871603:4,0.401969},Te_Tr_Ma_Wa_GutPhy-11A:{4,0.688499:11,0.0456183:3,0.523906:11,0.254585:4,1.64214}):{4,0.462991}):{4,0.860043},Te_Pk_Ha_Pu_GutPhy-5D:{5,0.0487908:13,0.151196:22,0.106816:13,0.148703:5,0.0809802:15,0.0379511:4,3.90335}):{4,0.472788},Te_Pa_Mo_Ka_AshSus-4D:{4,4.95057}):{4,1.61193}):{4,2.09131},((((((Te_Ef_Ka_Mw_AshSus-3G:{2,0.785334:8,0.605454:2,0.084061},RGG-008_EFKau08.JG8_12S_COI_n.sp_stelarobusta-ish__Kauai_Waiahuakua:{2,0.0156406:10,0.487475:2,0.971733}):{2,0.300453:10,0.0958416:4,0.494637},((RGS-J71_OaHa09J71_16S_COI_T.lena_Oahu_Halo.Waian:{3,0.204619:14,0.0597803},RGS-070_EFHaMKGJ70_16S_COI_n.sp_stelarobusta-ish__Hawaii_MaunaKea:{5,0.264399}):{14,0.0472455:25,0.00673634:11,0.111065:4,1.53063},RGG-014_EFAuwahi00014Y40116Sb2_16S_T.stelarobusta_Maui_Auwahi:{4,0.104309:11,0.122832:25,0.135741:15,0.0256334:4,0.857365:11,0.104871:4,0.609327}):{4,0.405702}):{4,1.00205},RGG-A10_EFHaPuHuHuC5A10_COI_n.sp_stelarobusta-ish_Hawaii_PuuHuluhulu:{5,0.911611:15,0.211595:4,2.24462}):{4,1.25194},Te_Lc_Ha_Pu_TPhy16-8C:{5,0.278462:14,0.0226892:25,0.291211:15,0.553816:4,3.47359}):{4,1.88176},Te_Mk_Ka_Pi_AshSus-4A:{2,2.44639:10,0.162647:4,3.89249}):{4,0.974231},(((Te_Ac_Ha_Hu_TPhy16-2H:{5,1.09799},RGG-051_PAWhHa24GJ51_COI_T.kea_Hawaii_PuuWaawaa:{5,0.0888903:14,0.192891:5,0.81621}):{5,0.0473845:15,0.0817604:4,2.36991},(Te_El_Oa_Ka_GutPhy-11H:{3,2.32409:11,0.360095:4,0.238643},RGG-J33_PAOa16J33_COI_T.n.sp_pointedabdomen__Oahu_Ohikilolo:{3,1.34515:11,0.707478:4,0.870194}):{4,0.674222}):{4,0.841539},(Te_Ac_Ma_Wa_GutPhy-11F:{4,0.875456},RGG-S03_PAWhMa05JS3_COI_T.albida_Maui_Auwahi:{4,0.875456}):{4,3.56313}):{4,3.03717}):{4,1.17804}):{4,0.135326}):{4,0.743304},Te_Pa_Ma_Bc_TPhy16-10H:{4,9.53243}):{4,0.470391},(Te_Bj_Oa_Ka_TPhy16-12B:{3,0.98943:11,0.145341:4,1.37819:11,0.0887425:4,3.71717},Te_Eo_Oa_Ka_TPhy16-3H:{3,0.564661:11,0.305019:3,0.0294702:7,0.131344:3,0.728832:11,0.640636:4,3.91891}):{4,3.68395}):{4,3.06216},(Te_Ha_Ha_Pu_GutPhy-3H:{30,0.271001:19,0.360465:11,0.943789:3,0.380706:11,0.189684:4,10.4776},(Te_Wv_Ka_Wa_AshSus-3A:{2,0.582915:10,0.305773:2,0.324348:10,0.653937:4,7.92361},Te_Wv_Ka_Pi_AshSus-2H:{2,0.663998:10,0.176056:4,8.95053}):{4,2.83268}):{4,0.441722}):{4,0.941008}):{4,0.791011}):{10,0.144997},(Te_Ve_Ca_An_AshSus-12D:{1,7.61938},Te_Vi_Me_Me_TPhy16-1B:{1,7.61938}):{1,7.32262});
